2023-03-10 06:59:48,0.3515625
2023-03-10 06:59:49,0.34375
2023-03-10 06:59:50,0.34375
2023-03-10 06:59:51,0.34375
2023-03-10 06:59:52,0.34375
2023-03-10 06:59:53,0.34375
2023-03-10 06:59:54,0.34375
2023-03-10 06:59:55,0.34375
2023-03-10 06:59:56,0.3359375
2023-03-10 06:59:57,0.34375
2023-03-10 06:59:58,0.34375
2023-03-10 06:59:59,0.34375
2023-03-10 07:00:00,0.34375
2023-03-10 07:00:01,0.34375
2023-03-10 07:00:02,0.34375
2023-03-10 07:00:03,0.34375
2023-03-10 07:00:04,0.34375
2023-03-10 07:00:05,0.34375
2023-03-10 07:00:06,0.34375
2023-03-10 07:00:07,0.34375
2023-03-10 07:00:08,0.34375
2023-03-10 07:00:09,0.34375
2023-03-10 07:00:10,0.34375
2023-03-10 07:00:11,0.34375
2023-03-10 07:00:12,0.34375
2023-03-10 07:00:13,0.34375
2023-03-10 07:00:14,0.34375
2023-03-10 07:00:15,0.34375
2023-03-10 07:00:16,0.359375
2023-03-10 07:00:17,0.359375
2023-03-10 07:00:18,0.375
2023-03-10 07:00:19,0.375
2023-03-10 07:00:20,0.375
2023-03-10 07:00:21,0.375
2023-03-10 07:00:22,0.375
2023-03-10 07:00:23,0.375
2023-03-10 07:00:24,0.375
2023-03-10 07:00:25,0.375
2023-03-10 07:00:26,0.3671875
2023-03-10 07:00:27,0.359375
2023-03-10 07:00:28,0.359375
2023-03-10 07:00:29,0.34375
2023-03-10 07:00:30,0.34375
2023-03-10 07:00:31,0.34375
2023-03-10 07:00:32,0.34375
2023-03-10 07:00:33,0.328125
2023-03-10 07:00:34,0.328125
2023-03-10 07:00:35,0.34375
2023-03-10 07:00:36,0.34765625
2023-03-10 07:00:37,0.3515625
2023-03-10 07:00:38,0.35546875
2023-03-10 07:00:39,0.359375
2023-03-10 07:00:40,0.359375
2023-03-10 07:00:41,0.359375
2023-03-10 07:00:42,0.359375
2023-03-10 07:00:43,0.390625
2023-03-10 07:00:44,0.390625
2023-03-10 07:00:45,0.390625
2023-03-10 07:00:46,0.40625
2023-03-10 07:00:47,0.421875
2023-03-10 07:00:48,0.421875
2023-03-10 07:00:49,0.421875
2023-03-10 07:00:50,0.421875
2023-03-10 07:00:51,0.421875
2023-03-10 07:00:52,0.4375
2023-03-10 07:00:53,0.4375
2023-03-10 07:00:54,0.4375
2023-03-10 07:00:55,0.4375
2023-03-10 07:00:56,0.4375
2023-03-10 07:00:57,0.4375
2023-03-10 07:00:58,0.4375
2023-03-10 07:00:59,0.4375
2023-03-10 07:01:00,0.421875
2023-03-10 07:01:01,0.421875
2023-03-10 07:01:02,0.421875
2023-03-10 07:01:03,0.421875
2023-03-10 07:01:04,0.421875
2023-03-10 07:01:05,0.421875
2023-03-10 07:01:06,0.4140625
2023-03-10 07:01:07,0.40625
2023-03-10 07:01:08,0.40625
2023-03-10 07:01:09,0.40625
2023-03-10 07:01:10,0.40625
2023-03-10 07:01:11,0.40625
2023-03-10 07:01:12,0.421875
2023-03-10 07:01:13,0.421875
2023-03-10 07:01:14,0.421875
2023-03-10 07:01:15,0.421875
2023-03-10 07:01:16,0.40625
2023-03-10 07:01:17,0.40625
2023-03-10 07:01:18,0.40625
2023-03-10 07:01:19,0.421875
2023-03-10 07:01:20,0.421875
2023-03-10 07:01:21,0.421875
2023-03-10 07:01:22,0.40625
2023-03-10 07:01:23,0.40625
2023-03-10 07:01:24,0.40625
2023-03-10 07:01:25,0.40625
2023-03-10 07:01:26,0.40625
2023-03-10 07:01:27,0.40625
2023-03-10 07:01:28,0.40625
2023-03-10 07:01:29,0.40625
2023-03-10 07:01:30,0.40625
2023-03-10 07:01:31,0.40625
2023-03-10 07:01:32,0.40625
2023-03-10 07:01:33,0.40625
2023-03-10 07:01:34,0.390625
2023-03-10 07:01:35,0.390625
2023-03-10 07:01:36,0.390625
2023-03-10 07:01:37,0.3984375
2023-03-10 07:01:38,0.40234375
2023-03-10 07:01:39,0.40625
2023-03-10 07:01:40,0.40625
2023-03-10 07:01:41,0.40625
2023-03-10 07:01:42,0.40625
2023-03-10 07:01:43,0.40625
2023-03-10 07:01:44,0.41145833333333326
2023-03-10 07:01:45,0.41666666666666674
2023-03-10 07:01:46,0.421875
2023-03-10 07:01:47,0.421875
2023-03-10 07:01:48,0.421875
2023-03-10 07:01:49,0.421875
2023-03-10 07:01:50,0.421875
2023-03-10 07:01:51,0.4375
2023-03-10 07:01:52,0.4375
2023-03-10 07:01:53,0.4375
2023-03-10 07:01:54,0.4375
2023-03-10 07:01:55,0.4375
2023-03-10 07:01:56,0.4375
2023-03-10 07:01:57,0.4375
2023-03-10 07:01:58,0.4375
2023-03-10 07:01:59,0.4375
2023-03-10 07:02:00,0.4375
2023-03-10 07:02:01,0.4375
2023-03-10 07:02:02,0.4375
2023-03-10 07:02:03,0.4375
2023-03-10 07:02:04,0.4375
2023-03-10 07:02:05,0.4375
2023-03-10 07:02:06,0.4375
2023-03-10 07:02:07,0.4375
2023-03-10 07:02:08,0.4375
2023-03-10 07:02:09,0.4375
2023-03-10 07:02:10,0.4375
2023-03-10 07:02:11,0.43359375
2023-03-10 07:02:12,0.4296875
2023-03-10 07:02:13,0.421875
