2023-02-23 06:45:02,0.9117647058823529
2023-02-23 06:45:03,0.9117647058823529
2023-02-23 06:45:04,0.9117647058823529
2023-02-23 06:45:05,0.9117647058823529
2023-02-23 06:45:06,0.9117647058823529
2023-02-23 06:45:07,0.9117647058823529
2023-02-23 06:45:08,0.9117647058823529
2023-02-23 06:45:09,0.9117647058823529
2023-02-23 06:45:10,0.9117647058823529
2023-02-23 06:45:11,0.9117647058823529
2023-02-23 06:45:12,0.9117647058823529
2023-02-23 06:45:13,0.9411764705882353
2023-02-23 06:45:14,0.9411764705882353
2023-02-23 06:45:15,0.9411764705882353
2023-02-23 06:45:16,0.9411764705882353
2023-02-23 06:45:17,0.9411764705882353
2023-02-23 06:45:18,0.9117647058823529
2023-02-23 06:45:19,0.9117647058823529
2023-02-23 06:45:20,0.9117647058823529
2023-02-23 06:45:21,0.9117647058823529
2023-02-23 06:45:22,0.9117647058823529
2023-02-23 06:45:23,0.9117647058823529
2023-02-23 06:45:24,0.9117647058823529
2023-02-23 06:45:25,0.8823529411764706
2023-02-23 06:45:26,0.8823529411764706
2023-02-23 06:45:27,0.8823529411764706
2023-02-23 06:45:28,0.8823529411764706
2023-02-23 06:45:29,0.9117647058823529
2023-02-23 06:45:30,0.9117647058823529
2023-02-23 06:45:31,0.9117647058823529
2023-02-23 06:45:32,0.9117647058823529
2023-02-23 06:45:33,0.9117647058823529
2023-02-23 06:45:34,0.9117647058823529
2023-02-23 06:45:35,0.9117647058823529
2023-02-23 06:45:36,0.9117647058823529
2023-02-23 06:45:37,0.9117647058823529
2023-02-23 06:45:38,0.9117647058823529
2023-02-23 06:45:39,0.9117647058823529
2023-02-23 06:45:40,0.9117647058823529
2023-02-23 06:45:41,0.9117647058823529
2023-02-23 06:45:42,0.9117647058823529
2023-02-23 06:45:43,0.9117647058823529
2023-02-23 06:45:44,0.9191176470588235
2023-02-23 06:45:45,0.9264705882352942
2023-02-23 06:45:46,0.9411764705882353
2023-02-23 06:45:47,0.9411764705882353
2023-02-23 06:45:48,0.9411764705882353
2023-02-23 06:45:49,0.9411764705882353
2023-02-23 06:45:50,0.9411764705882353
2023-02-23 06:45:51,0.9411764705882353
2023-02-23 06:45:52,0.9411764705882353
2023-02-23 06:45:53,0.9411764705882353
2023-02-23 06:45:54,0.9117647058823529
2023-02-23 06:45:55,0.9117647058823529
2023-02-23 06:45:56,0.9117647058823529
2023-02-23 06:45:57,0.9117647058823529
2023-02-23 06:45:58,0.9117647058823529
2023-02-23 06:45:59,0.9117647058823529
2023-02-23 06:46:00,0.9044117647058824
2023-02-23 06:46:01,0.8970588235294118
2023-02-23 06:46:02,0.8897058823529411
2023-02-23 06:46:03,0.8823529411764706
2023-02-23 06:46:04,0.8529411764705882
2023-02-23 06:46:05,0.8529411764705882
2023-02-23 06:46:06,0.8529411764705882
2023-02-23 06:46:07,0.8529411764705882
2023-02-23 06:46:08,0.8529411764705882
2023-02-23 06:46:09,0.8529411764705882
2023-02-23 06:46:10,0.8529411764705882
2023-02-23 06:46:11,0.8823529411764706
2023-02-23 06:46:12,0.8823529411764706
2023-02-23 06:46:13,0.8529411764705882
2023-02-23 06:46:14,0.8823529411764706
2023-02-23 06:46:15,0.8823529411764706
2023-02-23 06:46:16,0.8823529411764706
2023-02-23 06:46:17,0.8823529411764706
2023-02-23 06:46:18,0.8823529411764706
2023-02-23 06:46:19,0.8823529411764706
2023-02-23 06:46:20,0.8823529411764706
2023-02-23 06:46:21,0.9117647058823529
2023-02-23 06:46:22,0.9117647058823529
2023-02-23 06:46:23,0.9117647058823529
2023-02-23 06:46:24,0.9117647058823529
2023-02-23 06:46:25,0.9117647058823529
2023-02-23 06:46:26,0.9117647058823529
2023-02-23 06:46:27,0.9117647058823529
2023-02-23 06:46:28,0.9117647058823529
2023-02-23 06:46:29,0.9117647058823529
2023-02-23 06:46:30,0.9117647058823529
2023-02-23 06:46:31,0.9117647058823529
2023-02-23 06:46:32,0.9117647058823529
2023-02-23 06:46:33,0.9117647058823529
2023-02-23 06:46:34,0.9117647058823529
2023-02-23 06:46:35,0.9117647058823529
2023-02-23 06:46:36,0.8823529411764706
2023-02-23 06:46:37,0.8823529411764706
2023-02-23 06:46:38,0.8823529411764706
2023-02-23 06:46:39,0.8823529411764706
2023-02-23 06:46:40,0.8823529411764706
2023-02-23 06:46:41,0.8823529411764706
2023-02-23 06:46:42,0.8823529411764706
2023-02-23 06:46:43,0.8823529411764706
2023-02-23 06:46:44,0.8823529411764706
2023-02-23 06:46:45,0.8823529411764706
2023-02-23 06:46:46,0.8823529411764706
2023-02-23 06:46:47,0.8823529411764706
2023-02-23 06:46:48,0.8823529411764706
2023-02-23 06:46:49,0.8823529411764706
2023-02-23 06:46:50,0.8823529411764706
2023-02-23 06:46:51,0.8823529411764706
2023-02-23 06:46:52,0.8823529411764706
2023-02-23 06:46:53,0.8823529411764706
2023-02-23 06:46:54,0.8823529411764706
2023-02-23 06:46:55,0.8823529411764706
2023-02-23 06:46:56,0.8823529411764706
2023-02-23 06:46:57,0.8823529411764706
2023-02-23 06:46:58,0.8529411764705882
2023-02-23 06:46:59,0.8529411764705882
2023-02-23 06:47:00,0.8529411764705882
2023-02-23 06:47:01,0.8529411764705882
2023-02-23 06:47:02,0.8529411764705882
2023-02-23 06:47:03,0.8529411764705882
2023-02-23 06:47:04,0.8823529411764706
2023-02-23 06:47:05,0.8529411764705882
2023-02-23 06:47:06,0.8823529411764706
2023-02-23 06:47:07,0.8529411764705882
2023-02-23 06:47:08,0.8823529411764706
2023-02-23 06:47:09,0.8529411764705882
2023-02-23 06:47:10,0.8529411764705882
2023-02-23 06:47:11,0.8823529411764706
2023-02-23 06:47:12,0.8823529411764706
2023-02-23 06:47:13,0.8823529411764706
2023-02-23 06:47:14,0.8823529411764706
2023-02-23 06:47:15,0.8823529411764706
2023-02-23 06:47:16,0.8823529411764706
2023-02-23 06:47:17,0.8823529411764706
2023-02-23 06:47:18,0.8823529411764706
2023-02-23 06:47:19,0.8823529411764706
2023-02-23 06:47:20,0.8823529411764706
2023-02-23 06:47:21,0.8823529411764706
2023-02-23 06:47:22,0.8823529411764706
2023-02-23 06:47:23,0.8823529411764706
2023-02-23 06:47:24,0.8823529411764706
2023-02-23 06:47:25,0.8823529411764706
2023-02-23 06:47:26,0.8823529411764706
2023-02-23 06:47:27,0.8897058823529411
2023-02-23 06:47:28,0.8970588235294118
2023-02-23 06:47:29,0.9044117647058824
2023-02-23 06:47:30,0.9117647058823529
2023-02-23 06:47:31,0.9117647058823529
2023-02-23 06:47:32,0.9117647058823529
2023-02-23 06:47:33,0.9117647058823529
2023-02-23 06:47:34,0.9117647058823529
2023-02-23 06:47:35,0.9117647058823529
2023-02-23 06:47:36,0.9117647058823529
2023-02-23 06:47:37,0.8823529411764706
2023-02-23 06:47:38,0.8823529411764706
2023-02-23 06:47:39,0.8823529411764706
2023-02-23 06:47:40,0.8823529411764706
2023-02-23 06:47:41,0.8823529411764706
2023-02-23 06:47:42,0.9117647058823529
2023-02-23 06:47:43,0.9117647058823529
2023-02-23 06:47:44,0.9117647058823529
2023-02-23 06:47:45,0.9117647058823529
2023-02-23 06:47:46,0.9117647058823529
2023-02-23 06:47:47,0.9117647058823529
2023-02-23 06:47:48,0.9117647058823529
2023-02-23 06:47:49,0.9117647058823529
2023-02-23 06:47:50,0.9117647058823529
2023-02-23 06:47:51,0.9117647058823529
2023-02-23 06:47:52,0.9264705882352942
2023-02-23 06:47:53,0.9411764705882353
2023-02-23 06:47:54,0.9411764705882353
2023-02-23 06:47:55,0.9411764705882353
2023-02-23 06:47:56,0.9411764705882353
2023-02-23 06:47:57,0.9411764705882353
2023-02-23 06:47:58,0.9117647058823529
2023-02-23 06:47:59,0.9117647058823529
2023-02-23 06:48:00,0.9117647058823529
2023-02-23 06:48:01,0.9117647058823529
2023-02-23 06:48:02,0.9117647058823529
2023-02-23 06:48:03,0.9117647058823529
2023-02-23 06:48:04,0.8970588235294118
2023-02-23 06:48:05,0.8897058823529411
2023-02-23 06:48:06,0.8823529411764706
2023-02-23 06:48:07,0.8823529411764706
2023-02-23 06:48:08,0.8823529411764706
2023-02-23 06:48:09,0.8823529411764706
2023-02-23 06:48:10,0.8823529411764706
2023-02-23 06:48:11,0.8823529411764706
2023-02-23 06:48:12,0.8823529411764706
2023-02-23 06:48:13,0.8823529411764706
2023-02-23 06:48:14,0.8823529411764706
2023-02-23 06:48:15,0.8823529411764706
